Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,CFP Appearance,National Award,Actual Draft Tier,Actual__Round 1,Actual__Rounds 2-3,Actual__Rounds 4-5,Actual__Rounds 6-7,Actual__Undrafted,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2023,RB,Skill,Northwestern,Big Ten,70.125,209,9.25,30.625,74.375,4.47,37.0,20,123.0,6.9,4.38,1,1257,-7.588,30.34,26.742,42.636,51.301,0,0,Rounds 6-7,0,0,0,1,0,1,0.34428672424193696,13,23.553719008264462,22.413793103448278
2025,LB,LB,Indiana,Big Ten,72.625,218,9.534,31.626,79.875,4.38,35.0,11,127.0,7.24,4.03,1,1951,18.73,83.71,85.132,72.021,40.91,1,0,Undrafted,0,0,0,0,1,0,0.34428196072032485,13,23.96694214876033,22.413793103448278
2023,RB,Skill,Appalachian St.,Sun Belt,73.375,217,9.75,32.625,78.625,4.61,37.0,20,121.0,6.85,4.33,1,1593,0.411,45.95,62.053,35.887,34.024,0,0,Undrafted,0,0,0,0,1,0,0.3442660720855923,13,24.380165289256198,22.413793103448278
2023,WR,Skill,Maryland,Big Ten,71.25,201,8.625,31.625,76.75,4.42,33.0,20,127.0,7.01,4.47,1,1645,7.842,61.934,61.039,57.849,51.968,0,0,Undrafted,0,0,0,0,1,0,0.3439455822689359,13,24.793388429752067,22.413793103448278
2025,WR,Skill,Georgia,SEC,70.0,185,9.25,31.375,75.625,4.4,33.5,11,120.0,6.9,4.03,1,1998,22.091,82.861,79.935,73.308,59.572,1,0,Rounds 6-7,0,0,0,1,0,1,0.3437281356581303,14,25.206611570247933,24.137931034482758
2025,OT,OL,Boston College,ACC,80.125,316,10.375,33.0,81.0,5.21,24.5,22,106.0,7.71,4.7,1,1513,4.829,61.35,56.657,64.403,40.228,0,0,Rounds 2-3,0,1,0,0,0,0,0.3437091231241898,14,25.6198347107438,24.137931034482758
2023,OT,OL,North Carolina,ACC,76.0,309,10.0,34.0,82.75,5.15,29.5,20,108.0,7.6,4.69,0,1559,6.195,60.099,78.452,30.968,61.95,0,0,Rounds 6-7,0,0,0,1,0,1,0.34349646229255926,15,26.033057851239672,25.862068965517242
2025,WR,Skill,Ole Miss,SEC,71.25,196,9.125,29.375,72.5,4.37,36.5,14,119.0,6.65,4.36,1,2007,20.608,84.235,76.596,81.866,47.73,1,0,Rounds 4-5,0,0,1,0,0,0,0.34341666047035785,15,26.446280991735538,25.862068965517242
2025,WR,Skill,Minnesota,Big Ten,70.75,193,9.0,30.625,74.75,4.76,37.82,12,130.0,6.78,4.07,1,1674,9.315,68.599,55.808,75.809,45.723,0,0,Rounds 6-7,0,0,0,1,0,1,0.3432562164865402,16,26.859504132231404,27.586206896551722
2023,IOL,OL,UCLA,Pac-12,76.0,303,10.125,33.625,81.25,5.01,32.5,20,114.0,7.31,4.45,1,1684,8.553,65.594,81.525,44.786,34.94,0,0,Rounds 4-5,0,0,1,0,0,0,0.3431102705884153,16,27.27272727272727,27.586206896551722
2025,WR,Skill,Texas Tech,Big 12,72.625,186,10.5,30.75,76.625,4.7,33.0,14,121.0,7.02,4.97,1,1607,6.204,57.272,59.502,48.684,59.274,1,0,Undrafted,0,0,0,0,1,0,0.34294639736856464,16,27.685950413223143,27.586206896551722
2023,WR,Skill,Florida,SEC,76.0,229,10.0,33.75,83.375,4.55,35.5,18,126.0,6.97,4.29,1,1581,7.555,60.994,69.396,49.078,49.533,0,0,Rounds 4-5,0,0,1,0,0,0,0.34289148823030263,16,28.09917355371901,27.586206896551722
2024,K,Special Teams,Arkansas,SEC,73.0,172,9.25,30.5,73.625,4.29,39.0,13,130.0,6.69,4.06,0,1431,2.225,47.846,34.458,61.741,53.372,0,0,Rounds 6-7,0,0,0,1,0,1,0.3428294984758054,17,28.512396694214875,29.310344827586203
2023,CB,Secondary,Penn St.,Big Ten,71.375,203,10.125,31.25,75.75,4.65,32.5,18,119.0,7.03,4.21,1,2000,19.477,82.964,71.335,83.462,50.595,0,0,Rounds 2-3,0,1,0,0,0,0,0.3427498092954165,17,28.92561983471074,29.310344827586203
2024,CB,Secondary,Mississippi,SEC,72.0,183,8.5,30.75,73.75,4.38,34.5,15,125.0,6.94,4.55,1,1737,15.302,75.391,76.693,64.536,49.591,0,0,Rounds 4-5,0,0,1,0,0,0,0.34264114920010075,17,29.338842975206614,29.310344827586203
2025,IOL,OL,Iowa,Big Ten,77.75,309,10.0,32.0,77.125,5.45,28.5,33,110.0,7.78,4.63,1,1774,11.144,70.238,48.063,74.759,71.573,0,0,Rounds 6-7,0,0,0,1,0,1,0.34261914263006815,18,29.75206611570248,31.03448275862069
2025,CB,Secondary,Villanova,CAA,73.25,209,9.5,31.625,78.125,4.56,32.92,11,124.0,6.65,4.97,1,1715,10.737,66.313,60.06,66.447,50.291,0,0,Undrafted,0,0,0,0,1,0,0.34219769385261256,18,30.165289256198346,31.03448275862069
2023,IOL,OL,Tennessee-Chattanooga,SoCon,78.0,324,10.25,35.0,83.875,5.24,26.5,20,105.0,7.7,4.97,1,1738,11.336,69.68,68.952,64.29,44.371,0,0,Undrafted,0,0,0,0,1,0,0.3420969175841826,18,30.57851239669421,31.03448275862069
2023,RB,Skill,Utah,Pac-12,72.375,237,9.25,31.125,76.0,4.74,30.0,20,118.0,6.84,4.32,1,1915,19.146,79.905,74.866,74.068,53.378,0,0,Undrafted,0,0,0,0,1,0,0.3419958334216603,18,30.991735537190085,31.03448275862069
2025,DL,DL,Georgia Tech,ACC,77.5,321,10.25,34.75,85.125,5.14,34.5,11,111.0,6.65,4.03,1,1554,7.402,66.705,72.242,58.501,35.797,0,0,Rounds 6-7,0,0,0,1,0,1,0.3416612485282107,19,31.40495867768595,32.758620689655174
2024,EDGE,DL,Missouri,SEC,77.125,285,10.625,34.5,84.375,4.95,35.0,21,111.0,7.44,4.84,1,1866,15.277,78.168,79.322,67.958,47.09,0,0,Round 1,1,0,0,0,0,0,0.34166074139320757,19,31.818181818181817,32.758620689655174
2024,C,OL,Duke,ACC,75.0,308,10.0,32.375,79.0,5.09,29.5,28,108.0,7.41,4.01,1,1654,8.778,68.7,63.774,63.667,60.347,0,0,Rounds 6-7,0,0,0,1,0,1,0.3416592481570089,20,32.231404958677686,34.48275862068966
2025,RB,Skill,Arizona State,Big 12,69.5,219,9.375,29.75,73.875,4.65,39.5,17,123.0,7.37,4.97,1,1801,11.793,78.233,79.692,66.688,47.348,0,0,Rounds 4-5,0,0,1,0,0,0,0.3415360946357167,20,32.64462809917356,34.48275862068966
2025,WR,Skill,Stanford,ACC,73.75,206,10.0,32.375,78.375,4.44,38.5,33,127.0,6.7,4.31,1,1175,-5.299,38.36,36.975,39.874,65.408,0,0,Rounds 4-5,0,0,1,0,0,0,0.3410114226568981,20,33.057851239669425,34.48275862068966
2025,WR,Skill,Pittsburgh,ACC,71.375,186,8.5,29.375,74.375,4.59,36.0,19,124.0,7.37,4.03,1,1456,3.991,55.816,49.345,57.768,56.475,0,0,Rounds 6-7,0,0,0,1,0,1,0.3409232208760817,21,33.47107438016529,36.206896551724135
2025,CB,Secondary,Ohio State,Big Ten,72.125,195,8.5,30.625,76.125,4.42,29.5,24,121.7,6.65,4.03,0,2211,24.823,87.333,80.443,83.601,49.523,1,0,Rounds 6-7,0,0,0,1,0,1,0.3407224406943767,22,33.88429752066116,37.93103448275862
2023,EDGE,DL,San Jose St.,Mountain West,76.0,276,9.0,33.0,77.375,4.74,34.0,24,118.0,7.5,4.52,1,1444,-5.871,37.879,45.968,41.711,27.738,0,0,Rounds 4-5,0,0,1,0,0,0,0.3406306444799916,22,34.29752066115703,37.93103448275862
2023,IOL,OL,Old Dominion,Sun Belt,78.25,318,10.25,33.25,81.25,5.21,31.0,20,111.0,7.57,4.69,1,1314,-10.538,30.819,27.542,38.624,55.322,0,0,Rounds 4-5,0,0,1,0,0,0,0.3404899266630009,22,34.710743801652896,37.93103448275862
2024,P,Special Teams,BYU,Big 12,76.375,235,8.875,31.25,76.375,4.63,35.5,19,123.0,7.05,4.31,0,1364,-1.805,52.478,36.286,62.31,60.603,0,0,Undrafted,0,0,0,0,1,0,0.3401889682960204,22,35.12396694214876,37.93103448275862
2023,TE,Skill,Cincinnati,AAC,78.5,248,9.5,31.5,77.375,4.69,33.5,21,115.0,7.42,4.29,1,1690,6.451,60.989,44.607,64.989,69.829,0,0,Rounds 4-5,0,0,1,0,0,0,0.3401783415912604,22,35.53719008264463,37.93103448275862
2023,RB,Skill,Kentucky,SEC,72.0,217,8.625,30.625,73.625,4.55,34.5,20,122.0,6.92,4.4,0,1606,5.824,59.284,46.761,72.541,34.773,0,0,Rounds 6-7,0,0,0,1,0,1,0.3399269761625194,23,35.9504132231405,39.6551724137931
2025,WR,Skill,Virginia Tech,ACC,76.25,213,9.0,32.25,79.125,4.5,32.5,18,122.0,7.1,4.3,1,1647,8.853,70.514,55.299,74.421,59.153,0,0,Undrafted,0,0,0,0,1,0,0.33938979105426315,23,36.36363636363637,39.6551724137931
2023,CB,Secondary,Coastal Carolina,Sun Belt,74.0,200,9.75,32.375,78.125,4.48,37.0,13,124.0,6.83,4.3,1,1344,-6.531,40.095,54.955,32.539,40.387,0,0,Undrafted,0,0,0,0,1,0,0.33916348600849666,23,36.77685950413223,39.6551724137931
2025,IOL,OL,West Virginia,Big 12,78.5,313,10.25,32.125,79.5,5.27,30.0,33,108.0,8.19,4.69,1,1455,1.795,52.984,64.597,35.526,62.429,0,0,Rounds 2-3,0,1,0,0,0,0,0.33886264075127914,23,37.1900826446281,39.6551724137931
2023,OT,OL,Florida,SEC,77.0,306,10.0,34.0,81.125,5.15,30.0,20,108.0,7.6,4.69,0,1581,7.555,60.994,69.396,49.078,49.533,0,0,Undrafted,0,0,0,0,1,0,0.3388362246646988,23,37.60330578512397,39.6551724137931
2024,CB,Secondary,Pittsburgh,ACC,70.75,186,8.75,32.875,78.25,4.45,38.5,15,124.0,7.12,4.35,1,1404,-0.369,43.622,32.282,60.013,38.896,0,0,Rounds 6-7,0,0,0,1,0,1,0.3384731584514528,24,38.01652892561984,41.37931034482759
2025,DL,DL,Nebraska,Big Ten,77.125,288,10.0,32.25,79.0,4.83,33.5,28,119.0,7.58,4.5,1,1537,6.154,64.984,58.011,69.664,41.381,0,0,Rounds 4-5,0,0,1,0,0,0,0.33804894760981435,24,38.429752066115704,41.37931034482759
2023,IOL,OL,Clemson,ACC,74.25,303,9.5,34.0,81.0,4.99,28.5,20,108.0,7.7,4.81,1,1843,17.553,74.958,64.744,77.07,48.641,0,0,Rounds 4-5,0,0,1,0,0,0,0.3380418578345293,24,38.84297520661157,41.37931034482759
2023,RB,Skill,USC,Pac-12,70.0,201,9.25,27.125,70.25,4.46,35.5,20,122.0,7.16,4.61,0,1745,13.164,77.414,90.693,44.38,43.862,0,0,Undrafted,0,0,0,0,1,0,0.3374873890734906,24,39.25619834710744,41.37931034482759
2025,WR,Skill,Colorado,Big 12,68.125,174,8.625,30.375,74.5,4.46,38.0,27,128.0,6.65,4.41,1,1701,12.691,74.938,72.644,69.84,45.06,0,0,Rounds 6-7,0,0,0,1,0,1,0.3372638948716288,25,39.66942148760331,43.103448275862064
2024,IOL,OL,Michigan,Big Ten,76.125,309,10.625,35.0,84.75,5.15,29.5,28,109.0,7.7,4.61,0,2210,27.625,94.395,88.226,91.352,54.858,0,0,Rounds 6-7,0,0,0,1,0,1,0.33717662148872724,26,40.082644628099175,44.827586206896555
2025,CB,Secondary,Iowa State,Big 12,74.875,195,9.0,31.125,80.0,4.3,36.5,11,131.0,6.71,4.04,1,1675,10.15,66.812,63.385,63.427,52.51,0,0,Rounds 2-3,0,1,0,0,0,0,0.3369175885129814,26,40.49586776859504,44.827586206896555
2024,OT,OL,Arizona,Pac-12,77.0,311,10.875,32.875,81.375,5.04,28.0,27,110.0,8.02,4.72,1,1822,11.44,73.172,77.614,56.651,58.122,0,0,Round 1,1,0,0,0,0,0,0.3365975961768581,26,40.909090909090914,44.827586206896555
2023,RB,Skill,Georgia,SEC,72.25,204,9.0,30.5,76.375,4.62,35.5,20,122.0,7.11,4.57,1,2300,29.908,93.511,90.791,87.647,45.406,0,0,Rounds 6-7,0,0,0,1,0,1,0.33650450595728426,27,41.32231404958678,46.55172413793103
2023,EDGE,DL,Iowa St.,Big 12,74.5,269,9.25,33.75,82.0,4.68,33.0,20,117.0,7.43,4.52,1,1554,6.28,57.494,40.857,78.383,33.853,0,0,Undrafted,0,0,0,0,1,0,0.3364180666505163,27,41.735537190082646,46.55172413793103
2024,C,OL,Duke,ACC,77.375,313,9.375,32.875,79.75,5.2,31.0,27,105.0,7.41,4.24,0,1654,8.778,68.7,63.774,63.667,60.347,0,0,Round 1,1,0,0,0,0,0,0.33594668416453904,27,42.14876033057851,46.55172413793103
2024,RB,Skill,Louisville,ACC,69.5,193,8.5,30.125,71.0,4.56,34.5,22,121.0,6.65,4.22,1,1688,11.36,72.759,63.856,75.697,45.123,0,0,Rounds 6-7,0,0,0,1,0,1,0.3351316450166328,28,42.561983471074385,48.275862068965516
2025,WR,Skill,Texas,SEC,71.0,191,9.5,30.5,76.375,4.29,27.78,11,115.1,6.65,4.03,1,2042,26.107,88.25,73.85,92.32,35.538,0,0,Round 1,1,0,0,0,0,0,0.3349770881751568,28,42.97520661157025,48.275862068965516
2025,WR,Skill,Oregon,Big Ten,74.125,205,9.75,31.5,78.5,4.57,32.0,12,123.0,7.04,4.54,1,2040,21.125,85.854,85.403,73.779,53.859,1,0,Undrafted,0,0,0,0,1,0,0.3344773351203039,28,43.388429752066116,48.275862068965516
2023,C,OL,Minnesota,Big Ten,75.5,301,9.5,32.625,78.375,5.35,29.5,20,104.0,7.68,4.56,1,1758,11.422,72.43,66.077,73.504,40.834,0,0,Rounds 2-3,0,1,0,0,0,0,0.3343876804897321,28,43.80165289256198,48.275862068965516
2025,DL,DL,Texas,SEC,77.625,332,10.0,34.5,85.0,4.28,26.0,11,96.0,6.65,4.97,1,2042,26.107,88.25,73.85,92.32,35.538,0,0,Rounds 2-3,0,1,0,0,0,0,0.3336442461472801,28,44.214876033057855,48.275862068965516
2024,LB,LB,Michigan,Big Ten,71.375,233,8.5,32.125,78.0,4.62,34.5,18,119.0,7.26,4.63,0,2210,27.625,94.395,88.226,91.352,54.858,0,0,Rounds 6-7,0,0,0,1,0,1,0.3335620474260205,29,44.62809917355372,50.0
2023,WR,Skill,North Carolina,ACC,69.0,179,9.25,30.375,73.375,4.48,38.5,13,131.0,6.91,4.29,1,1559,6.195,60.099,78.452,30.968,61.95,0,0,Rounds 2-3,0,1,0,0,0,0,0.3330913205481507,29,45.04132231404959,50.0
2025,DL,DL,Arkansas,SEC,75.25,319,9.5,33.0,81.25,5.14,27.0,28,108.0,7.68,4.97,1,1611,8.19,65.787,60.714,66.155,45.94,0,0,Undrafted,0,0,0,0,1,0,0.3326484474753013,29,45.45454545454545,50.0
2025,TE,Skill,LSU,SEC,77.125,251,10.0,33.25,78.75,4.28,24.5,33,110.7,6.65,4.97,0,1827,13.515,71.849,75.763,61.497,39.011,0,0,Rounds 2-3,0,1,0,0,0,0,0.33083312432763423,29,45.867768595041326,50.0
2024,OT,OL,Howard,MEAC,79.75,353,9.75,35.125,85.5,5.35,27.5,31,105.0,7.5,4.41,1,1743,10.624,67.994,66.593,60.836,53.823,0,0,Undrafted,0,0,0,0,1,0,0.330813074127806,29,46.28099173553719,50.0
2025,LB,LB,Florida,SEC,73.0,222,8.5,31.5,77.75,4.69,32.0,11,117.0,7.09,4.27,1,1767,11.901,71.717,58.466,70.419,67.15,0,0,Rounds 4-5,0,0,1,0,0,0,0.33076504637613013,29,46.69421487603306,50.0
2025,WR,Skill,Tennessee,SEC,76.625,205,9.5,32.125,79.0,4.3,33.0,20,126.0,7.05,4.03,1,1915,20.786,83.706,67.16,87.119,52.677,0,0,Rounds 4-5,0,0,1,0,0,0,0.3305682238171125,29,47.107438016528924,50.0
2023,WR,Skill,Penn St.,Big Ten,70.0,204,10.125,29.0,72.0,4.52,35.5,16,123.0,6.94,4.29,1,2000,19.477,82.964,71.335,83.462,50.595,0,0,Rounds 6-7,0,0,0,1,0,1,0.32995162426737706,30,47.5206611570248,51.724137931034484
2023,RB,Skill,East Carolina,AAC,67.875,179,9.25,30.75,74.75,4.37,38.0,20,126.0,7.33,4.77,1,1509,1.775,54.675,70.734,39.058,37.309,0,0,Undrafted,0,0,0,0,1,0,0.32928049514032376,30,47.93388429752066,51.724137931034484
2024,DL,DL,Auburn,SEC,74.375,286,9.625,32.0,78.25,5.06,29.5,27,103.0,6.81,4.6,1,1585,8.916,67.536,49.076,72.965,65.063,0,0,Rounds 6-7,0,0,0,1,0,1,0.32921387277475606,31,48.34710743801653,53.44827586206896
2025,IOL,OL,Clemson,ACC,77.25,321,9.0,32.625,80.875,5.45,24.5,11,113.3,6.77,4.03,0,1807,14.768,79.193,79.078,73.333,36.319,0,0,Undrafted,0,0,0,0,1,0,0.32912037003144734,31,48.760330578512395,53.44827586206896
2024,C,OL,Oklahoma,Big 12,76.0,314,10.0,32.5,78.75,5.42,24.5,24,95.0,7.41,4.33,1,1930,22.492,84.142,84.36,76.697,33.868,0,0,Undrafted,0,0,0,0,1,0,0.3290247433270913,31,49.17355371900827,53.44827586206896
2024,LB,LB,Missouri,SEC,73.75,231,8.875,31.375,77.75,4.62,34.0,18,118.0,7.23,4.5,0,1866,15.277,78.168,79.322,67.958,47.09,0,0,Rounds 2-3,0,1,0,0,0,0,0.32880175058151695,31,49.586776859504134,53.44827586206896
2023,IOL,OL,Washington,Pac-12,77.75,306,10.75,34.0,81.125,5.5,28.0,20,101.0,8.34,4.97,1,1760,11.472,73.944,84.016,49.984,45.242,1,0,Undrafted,0,0,0,0,1,0,0.3284563783722833,31,50.0,53.44827586206896
2025,TE,Skill,South Carolina,SEC,76.125,239,10.125,33.75,83.0,4.65,38.0,33,124.0,7.22,4.4,1,1810,14.834,76.206,60.762,80.864,51.02,0,0,Undrafted,0,0,0,0,1,0,0.3284000574426799,31,50.413223140495866,53.44827586206896
2025,WR,Skill,Missouri,SEC,75.0,200,9.5,32.125,78.375,4.56,31.0,17,117.0,6.84,4.03,1,1711,12.197,68.028,61.356,72.874,37.108,0,0,Undrafted,0,0,0,0,1,0,0.32802390918511437,31,50.82644628099173,53.44827586206896
2024,WR,Skill,Pittsburgh,ACC,73.0,212,10.125,33.25,79.375,4.43,39.5,19,122.0,6.85,4.1,1,1404,-0.369,43.622,32.282,60.013,38.896,0,0,Rounds 6-7,0,0,0,1,0,1,0.3279759487124629,32,51.2396694214876,55.172413793103445
2025,WR,Skill,Notre Dame,FBS Independent,75.0,201,9.5,31.5,79.5,4.49,38.37,19,123.0,7.02,4.42,0,2154,25.305,88.314,78.053,88.226,42.499,0,0,Undrafted,0,0,0,0,1,0,0.3266295300682156,32,51.652892561983464,55.172413793103445
2025,S,Secondary,Texas,SEC,71.25,186,9.0,30.0,75.375,4.45,40.36,17,121.4,6.65,4.03,1,2042,26.107,88.25,73.85,92.32,35.538,0,0,Rounds 2-3,0,1,0,0,0,0,0.3251368018396568,32,52.066115702479344,55.172413793103445
2025,EDGE,DL,Central Arkansas,UAC,72.875,263,9.25,31.875,77.5,4.69,35.0,26,118.0,7.15,4.39,1,1742,12.036,70.585,65.506,67.645,49.236,0,0,Rounds 4-5,0,0,1,0,0,0,0.3245000899949643,32,52.47933884297521,55.172413793103445
2023,K,Special Teams,Michigan,Big Ten,73.0,209,9.5,30.875,75.875,4.58,34.0,20,121.0,7.27,4.44,0,2124,23.62,85.085,79.485,79.2,57.128,1,0,Rounds 4-5,0,0,1,0,0,0,0.32411398998671365,32,52.892561983471076,55.172413793103445
2023,LB,LB,TCU,Big 12,71.0,227,8.625,31.625,75.0,4.49,30.5,20,117.0,7.44,4.42,1,1729,14.378,80.5,80.39,69.518,54.974,0,0,Rounds 6-7,0,0,0,1,0,1,0.3239127741234298,33,53.30578512396694,56.896551724137936
2023,RB,Skill,TCU,Big 12,71.0,215,9.375,32.375,78.5,4.54,34.5,20,121.0,6.96,4.43,0,1729,14.378,80.5,80.39,69.518,54.974,0,0,Rounds 2-3,0,1,0,0,0,0,0.32327007155909715,33,53.71900826446281,56.896551724137936
2025,WR,Skill,Georgia,SEC,72.125,179,9.0,31.25,77.0,4.36,38.0,20,127.0,6.82,4.19,1,1998,22.091,82.861,79.935,73.308,59.572,1,0,Rounds 4-5,0,0,1,0,0,0,0.3232405949168251,33,54.132231404958674,56.896551724137936
2024,TE,Skill,Washington,Pac-12,75.125,231,9.25,32.875,78.5,4.47,35.0,28,121.0,6.99,4.39,1,1879,17.544,82.666,86.101,64.802,60.593,0,0,Rounds 6-7,0,0,0,1,0,1,0.3229906683013374,34,54.54545454545454,58.620689655172406
2023,EDGE,DL,North Carolina,ACC,76.0,238,8.625,32.625,78.875,4.61,34.5,22,123.0,7.22,4.45,1,1559,6.195,60.099,78.452,30.968,61.95,0,0,Undrafted,0,0,0,0,1,0,0.3225292363856526,34,54.958677685950406,58.620689655172406
2024,DL,DL,Iowa,Big Ten,77.375,281,10.25,32.25,78.875,5.05,31.5,25,114.0,7.16,4.37,1,1575,6.086,61.244,18.216,86.165,61.239,0,0,Rounds 6-7,0,0,0,1,0,1,0.3224575857872568,35,55.371900826446286,60.3448275862069
2025,TE,Skill,Notre Dame,FBS Independent,77.375,241,9.5,32.0,77.0,4.74,31.0,33,115.0,7.25,4.4,1,2154,25.305,88.314,78.053,88.226,42.499,0,0,Rounds 6-7,0,0,0,1,0,1,0.3223019303204759,36,55.78512396694215,62.06896551724138
2025,DL,DL,Utah,Big 12,75.5,308,10.5,32.5,78.75,5.03,28.5,24,93.0,8.19,4.03,1,1563,5.029,60.487,30.282,79.81,59.786,0,0,Undrafted,0,0,0,0,1,0,0.32202701188070537,36,56.19834710743802,62.06896551724138
2023,CB,Secondary,Houston,AAC,72.0,195,9.5,32.0,78.0,4.53,37.5,15,125.0,6.97,4.52,1,1619,4.061,51.527,62.603,38.496,54.875,0,0,Rounds 6-7,0,0,0,1,0,1,0.32157682318257563,37,56.611570247933884,63.793103448275865
2025,CB,Secondary,UCF,Big 12,70.25,191,8.375,29.75,72.625,4.41,43.0,15,123.2,6.9,4.03,1,1557,5.283,53.294,60.369,50.721,32.002,0,0,Rounds 4-5,0,0,1,0,0,0,0.32059872890184643,37,57.02479338842975,63.793103448275865
2023,LS,Special Teams,Central Florida,AAC,76.0,240,9.625,30.375,78.375,5.06,30.0,12,114.0,7.27,4.46,1,1551,6.904,61.732,66.565,49.575,55.483,0,0,Undrafted,0,0,0,0,1,0,0.317765180641991,37,57.438016528925615,63.793103448275865
2025,CB,Secondary,Colorado,Big 12,72.375,188,9.125,31.375,76.875,4.43,43.0,12,105.0,8.19,4.94,0,1701,12.691,74.938,72.644,69.84,45.06,0,1,Round 1,1,0,0,0,0,0,0.31697329242331634,37,57.85123966942148,63.793103448275865
2025,LB,LB,Rutgers,Big Ten,76.625,239,9.0,34.5,82.375,4.28,43.0,33,123.2,7.59,4.2,0,1533,3.857,55.405,64.09,40.753,58.771,0,0,Undrafted,0,0,0,0,1,0,0.3169368573159432,37,58.26446280991735,63.793103448275865
2024,CB,Secondary,Michigan,Big Ten,71.125,185,8.875,31.375,75.625,4.39,34.5,13,120.0,6.94,4.35,1,2210,27.625,94.395,88.226,91.352,54.858,0,0,Undrafted,0,0,0,0,1,0,0.3168204851086304,37,58.67768595041323,63.793103448275865
2024,TE,Skill,South Carolina,SEC,75.0,240,9.375,34.25,78.75,4.64,32.5,28,121.0,7.09,4.54,1,1594,6.054,55.105,53.866,54.724,48.937,0,0,Undrafted,0,0,0,0,1,0,0.31621473908002234,37,59.09090909090909,63.793103448275865
2025,LB,LB,California,ACC,73.875,233,9.375,31.375,75.375,4.6,40.0,26,125.0,7.28,4.03,1,1529,4.302,57.687,45.477,64.264,58.117,0,0,Rounds 4-5,0,0,1,0,0,0,0.3160505613654919,37,59.50413223140496,63.793103448275865
2025,RB,Skill,North Carolina,ACC,71.75,221,9.375,30.5,74.75,4.46,38.0,18,130.0,6.75,4.4,1,1496,2.602,50.555,55.402,46.067,47.749,0,0,Round 1,1,0,0,0,0,0,0.31388776739825813,37,59.917355371900825,63.793103448275865
2025,RB,Skill,Georgia,SEC,68.75,198,9.5,29.25,70.5,4.42,35.0,15,124.0,6.65,4.03,1,1998,22.091,82.861,79.935,73.308,59.572,1,0,Rounds 4-5,0,0,1,0,0,0,0.3126971096795166,37,60.33057851239669,63.793103448275865
2023,WR,Skill,Charlotte,Conference USA,74.0,201,9.5,31.875,77.875,4.57,35.0,17,125.0,6.89,4.32,1,1081,-17.759,17.839,41.399,10.816,49.466,0,0,Rounds 6-7,0,0,0,1,0,1,0.31127557741741196,38,60.74380165289256,65.51724137931035
2025,WR,Skill,Missouri,SEC,72.0,206,8.5,31.25,76.5,4.41,29.17,12,115.9,7.33,4.11,1,1711,12.197,68.028,61.356,72.874,37.108,0,1,Rounds 2-3,0,1,0,0,0,0,0.31006175802874214,38,61.15702479338842,65.51724137931035
2025,WR,Skill,Iowa State,Big 12,76.125,214,9.125,33.125,80.0,4.47,39.0,11,128.0,7.75,4.03,1,1675,10.15,66.812,63.385,63.427,52.51,0,0,Rounds 2-3,0,1,0,0,0,0,0.30846088329584376,38,61.57024793388429,65.51724137931035
2024,S,Secondary,Auburn,SEC,71.625,179,9.875,32.375,76.625,4.45,39.5,13,133.0,7.22,5.94,1,1585,8.916,67.536,49.076,72.965,65.063,0,0,Rounds 6-7,0,0,0,1,0,1,0.30699166565771463,39,61.98347107438017,67.24137931034483
2024,QB,Skill,Michigan,Big Ten,74.5,219,9.0,31.625,75.875,4.81,32.5,17,114.0,6.82,4.23,1,2210,27.625,94.395,88.226,91.352,54.858,0,0,Round 1,1,0,0,0,0,0,0.3067969416168397,39,62.396694214876035,67.24137931034483
2023,IOL,OL,Florida,SEC,77.0,330,11.25,33.875,83.875,5.31,23.5,20,101.0,7.99,4.81,1,1581,7.555,60.994,69.396,49.078,49.533,0,0,Rounds 2-3,0,1,0,0,0,0,0.3066173669820099,39,62.8099173553719,67.24137931034483
2024,CB,Secondary,Tennessee,SEC,73.0,196,8.5,30.875,74.125,4.49,38.0,15,126.0,6.94,4.25,0,1877,14.091,72.034,66.494,68.45,54.522,1,0,Rounds 6-7,0,0,0,1,0,1,0.3064441800777954,40,63.22314049586777,68.96551724137932
2025,CB,Secondary,Nebraska,Big Ten,72.5,213,9.0,32.75,79.5,4.38,30.44,11,116.6,8.12,4.97,0,1537,6.154,64.984,58.011,69.664,41.381,0,0,Undrafted,0,0,0,0,1,0,0.3063658074077474,40,63.63636363636363,68.96551724137932
2023,CB,Secondary,Stanford,Pac-12,72.0,191,9.75,32.0,76.625,4.52,36.0,15,131.0,6.51,4.27,1,1237,-3.917,38.149,36.614,44.176,50.17,0,0,Rounds 4-5,0,0,1,0,0,0,0.3052749421177037,40,64.0495867768595,68.96551724137932
2024,S,Secondary,Washington,Pac-12,74.375,215,10.0,33.25,79.875,4.51,39.0,16,122.0,6.83,4.14,1,1879,17.544,82.666,86.101,64.802,60.593,0,0,Rounds 6-7,0,0,0,1,0,1,0.30498695518188923,41,64.46280991735537,70.6896551724138
