Season,Player,Position,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Overall Pick,Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,Log Rank,CFP Appearance,National Award
2023,Andre Carter II,EDGE,Army,FBS Independent,78.5,256,9.375,33.375,81,4.74,30,11,109,6.83,4.36,300,1,1499,-2.508,42.686,49.025,36.933,58.96,0,0,0
2023,Andre Jones Jr.,EDGE,Louisiana,Sun Belt,76.5,248,10,34.25,81.25,4.67,29,23,116,7.35,4.44,233,1,1556,-2.136,45.745,34.883,52.541,66.931,3.2581,0,0
2023,Andrei Iosivas,WR,Princeton,Ivy League,75.125,205,8.75,32,76.75,4.43,39,19,128,6.85,4.12,206,1,1689,10.576,67.566,66.994,61.909,53.743,3.9703,0,0
2023,Andrew Vorhees,IOL,USC,Pac-12,78,310,10,32.125,77.75,5.22,29,20,105,7.9,4.79,229,1,1745,13.164,77.414,90.693,44.38,43.862,3.4012,0,0
2023,Will Levis,QB,Kentucky,SEC,76,229,10.625,32,78.125,4.57,34,20,124,7.11,4.37,33,1,1606,5.824,59.284,46.761,72.541,34.773,5.4205,0,0
2023,Will Mallory,TE,Miami,ACC,76.5,239,9.375,32.25,78.125,4.54,36.5,20,121,7.25,4.33,162,1,1316,-0.466,39.09,36.049,46.919,51.41,4.5747,0,0
2023,Will McDonald IV,EDGE,Iowa St.,Big 12,75.625,239,9.5,34.875,82.25,4.55,36,23,132,7.31,4.46,15,1,1554,6.28,57.494,40.857,78.383,33.853,5.4972,0,0
2023,Xavier Hutchinson,WR,Iowa St.,Big 12,73.875,203,9.375,31.375,74.875,4.53,36,17,116,6.91,4.35,205,1,1554,6.28,57.494,40.857,78.383,33.853,3.989,0,0
2023,YaYa Diaby,EDGE,Louisville,ACC,75.375,263,10.375,33.875,80.5,4.51,37,19,120,7.32,4.52,82,1,1753,10.719,70.137,54.895,74.832,58.102,5.1761,0,0
2023,Yasir Abdullah,LB,Louisville,ACC,72.625,237,9.25,32.375,79.125,4.47,36.5,26,129,7.38,4.32,136,1,1753,10.719,70.137,54.895,74.832,58.102,4.8122,0,0
2023,Zacch Pickens,DL,South Carolina,SEC,76,291,10.375,34.375,81.625,4.89,30.5,22,116,7.45,4.62,64,1,1620,4.416,61.258,58.008,49.932,79.756,5.273,0,0
2023,Zach Charbonnet,RB,UCLA,Pac-12,72.375,214,9.875,32,75.625,4.53,37,20,122,6.87,4.35,52,1,1684,8.553,65.594,81.525,44.786,34.94,5.3327,0,0
2023,Zach Evans,RB,Mississippi,SEC,71,202,10.25,31.625,73.25,4.47,36,20,122,7.14,4.6,215,0,1634,12.342,68.271,72.487,57.125,45.454,3.7842,0,0
2023,Zach Harrison,EDGE,Ohio St.,Big Ten,77.5,274,10,36.25,85.5,4.62,31,25,116,7.4,4.43,75,1,2107,25.771,88.337,91.467,71.506,49.437,5.2149,0,0
2023,Zack Kuntz,TE,Old Dominion,Sun Belt,79.375,255,10.25,34,83.125,4.55,40,23,128,6.87,4.12,220,1,1314,-10.538,30.819,27.542,38.624,55.322,3.6636,0,0
2023,Zay Flowers,WR,Boston Col.,ACC,69,182,9.25,29.25,72.25,4.42,35.5,14,127,6.92,4.29,22,1,1222,-7.442,31.486,29.006,48.445,27.463,5.4681,0,0
2023,A.T. Perry,WR,Wake Forest,ACC,75.5,198,9.25,33.25,81.625,4.47,35,17,133,6.94,4.29,195,1,1663,7.586,64.28,73.512,49.277,46.02,4.1589,0,0
2024,Tyler Owens,S,Texas Tech,Big 12,74.375,216,9.125,33.375,79.125,4.51,41,24,146,6.81,4.04,300,1,1562,6.237,62.556,51.102,66.311,59.243,0,0,0
2024,Beau Brade,S,Maryland,Big Ten,72,203,10.125,31,77,4.53,36.5,16,123,6.97,4.79,300,0,1695,8.085,66.299,64.78,61.709,49.654,0,0,0
2024,Audric Estime,RB,Notre Dame,FBS Independent,71.375,221,10.25,32.375,76.5,4.71,38,23,125,7,4.25,147,1,2077,20.776,83.947,78.304,77.941,57.082,4.7185,1,0
2024,Austin Booker,EDGE,Kansas,Big 12,76.5,240,9.25,33.875,81.375,4.79,32.5,23,120,7.55,4.93,144,1,1679,9.088,72.867,82.476,54.769,44.984,4.7449,0,0
2024,Austin Reed,QB,Western Kentucky,Conference USA,73.5,220,9.875,30.125,73.375,4.82,32.5,16,114,6.69,4.23,300,1,1449,-5.151,45.111,48.444,47.364,38.375,0,0,0
2024,Andru Phillips,CB,Kentucky,SEC,70.75,190,8.75,31.25,75,4.48,42,15,135,6.95,3.94,70,1,1641,7.33,63.962,60.477,61.626,52.112,5.2417,0,0
2024,Anim Dankwah,OT,Howard,MEAC,79.75,353,9.75,35.125,85.5,5.35,27.5,31,105,7.5,4.41,300,1,1743,10.624,67.994,66.593,60.836,53.823,0,0,0
2024,Anthony Gould,WR,Oregon St.,Pac-12,68.375,174,8.875,29.625,69.875,4.39,39.5,18,129,6.9,4.16,142,1,1722,13.996,79.392,79.074,67.781,54.727,4.7622,0,0
2024,Andrew Raym,C,Oklahoma,Big 12,76,314,10,32.5,78.75,5.42,24.5,24,95,7.41,4.33,300,1,1930,22.492,84.142,84.36,76.697,33.868,0,0,0
2024,Amarius Mims,OT,Georgia,SEC,79.75,340,11.25,36.125,86.75,5.07,25.5,30,111,7.46,4.41,18,1,2273,24.777,87.417,88.149,74.455,48.128,5.4848,1,0
2024,Ainias Smith,WR,Texas A&M,SEC,69.375,190,8.5,29,70.25,4.42,41.5,21,131,6.87,4.16,152,1,1772,15.36,75.057,65.814,76.34,50.751,4.6728,0,0
2024,Aaron Casey,LB,Indiana,Big Ten,72.875,231,9.375,32.75,77.875,4.75,30,16,117,7.24,4.55,300,1,1343,-2.761,41.79,48.141,38.489,51.284,0,1,0
2024,Tyrice Knight,LB,Texas-El Paso,Conference USA,72.5,233,9.25,32.5,80.375,4.63,34.5,21,119,7.25,4.4,118,1,1195,-14.68,24.801,33.134,26.992,44.393,4.9488,0,0
2024,Tyler Davis,DL,Clemson,ACC,74,301,9.25,31.375,75,5.02,28.5,29,108,7.93,5,196,1,1764,13.892,72.489,48.101,90.04,37.087,4.1431,1,0
2024,Tyler Guyton,OT,Oklahoma,Big 12,79.75,322,10.25,34.125,82.25,5.19,34.5,27,107,7.5,4.71,29,1,1930,22.492,84.142,84.36,76.697,33.868,5.4381,0,0
2024,Tyler Nubin,S,Minnesota,Big Ten,73.25,199,9,32,77.5,4.52,37,14,124,7.01,4.98,47,0,1488,-0.564,45.156,45.237,46.429,51.196,5.3566,0,1
2024,Willie Drew,CB,Virginia St.,CIAA,71.625,191,9.5,32,75.625,4.46,38,13,126,6.94,4.12,300,1,1699,10.536,66.921,60.575,65.688,53.763,0,0,0
2024,X'Zauvea Gadlin,IOL,Liberty,Conference USA,75.25,322,10.25,33.25,81.125,5.5,24,26,96,8.26,4.97,300,1,1609,3.816,67.732,83.531,42.547,34.869,0,0,0
2024,Xavier Legette,WR,South Carolina,SEC,73,221,9,31.875,77.5,4.39,40,18,126,6.83,4.07,32,1,1594,6.054,55.105,53.866,54.724,48.937,5.425,0,1
2024,Xavier Thomas,EDGE,Clemson,ACC,74.25,244,9.125,32.875,78.25,4.62,32.5,26,120,7.48,4.89,138,1,1764,13.892,72.489,48.101,90.04,37.087,4.7958,1,0
2024,Will Reichard,K,Alabama,SEC,72.875,187,8.5,31,73.625,4.39,38,15,127,6.81,4.14,203,0,2032,24.925,84.968,76.211,80.844,61.941,4.0254,0,0
2024,Will Shipley,RB,Clemson,ACC,71,206,9.625,30.25,74.125,4.51,35,22,122,6.82,4.23,127,0,1764,13.892,72.489,48.101,90.04,37.087,4.8828,1,0
2024,Andre' Sam,S,LSU,SEC,70.875,191,9.25,30,73.375,4.59,36,15,123,7.11,5.41,300,1,1985,20.874,81.345,97.503,37.119,37.895,0,0,0
2024,Andrew Coker,OT,TCU,Big 12,78.875,315,9.5,34,81,5.36,25.5,21,94,7.95,4.93,300,1,1631,9.511,59.244,64.411,51.426,45.245,0,0,0
2024,Lideatrick Griffin,WR,Mississippi St.,SEC,70,181,9.125,30.625,72.75,4.43,35.5,14,124,7,4.35,300,1,1421,0.859,45.573,31.326,62.302,47.192,0,0,0
2024,Logan Lee,DL,Iowa,Big Ten,77.375,281,10.25,32.25,78.875,5.05,31.5,25,114,7.16,4.37,178,1,1575,6.086,61.244,18.216,86.165,61.239,4.3944,0,0
2024,Luke McCaffrey,WR,Rice,AAC,73.625,198,9.625,30.125,74.5,4.46,36,13,121,6.7,4.02,100,1,1294,-3.93,44.157,54.22,40.948,38.389,5.0689,0,0
2024,McKinnley Jackson,DL,Texas A&M,SEC,73.5,326,10,33.875,80.25,5.26,23,27,106,8.48,5.19,97,1,1772,15.36,75.057,65.814,76.34,50.751,5.0876,0,0
2024,Mekhi Wingo,DL,LSU,SEC,72.25,284,9.25,32,77.875,4.85,31.5,25,109,7.47,4.45,189,1,1985,20.874,81.345,97.503,37.119,37.895,4.2485,0,0
2024,Zion Tupuola-Fetui,EDGE,Washington,Pac-12,74.75,244,10.625,33.375,82.5,4.66,35,23,122,7.47,4.7,300,0,1879,17.544,82.666,86.101,64.802,60.593,0,0,0
2024,Xavier Weaver,WR,Colorado,Pac-12,72.25,169,8.875,31.125,73.25,4.39,37.5,13,126,6.91,4.25,300,0,1237,-2.096,44.305,50.524,38.852,55.741,0,0,0
2024,Xavier Worthy,WR,Texas,Big 12,71.25,165,8.75,31.125,74.25,4.21,41,16,131,6.91,4.25,28,1,2025,23.196,86.583,76.615,83.977,60.972,5.4424,1,0
2024,Troy Franklin,WR,Oregon,Pac-12,73.875,176,8.75,31.875,77.25,4.41,39,13,124,6.9,4.31,102,1,2106,25.043,90.094,93.321,73.578,35.343,5.0562,1,1
2024,Trente Jones,IOL,Michigan,Big Ten,75.875,305,10.125,33,80,5.17,27,27,109,7.78,4.87,300,1,2210,27.625,94.395,88.226,91.352,54.858,0,0,0
2024,Trevin Wallace,LB,Kentucky,SEC,73.125,237,9.125,32.625,79.125,4.51,37.5,18,127,7.35,5.1,72,1,1641,7.33,63.962,60.477,61.626,52.112,5.2311,0,0
2024,Trevor Keegan,IOL,Michigan,Big Ten,77.375,310,10,32.375,78.375,5.24,30.5,26,107,7.76,4.63,172,1,2210,27.625,94.395,88.226,91.352,54.858,4.4659,0,0
2024,Tory Taylor,P,Iowa,Big Ten,75.875,223,9,32.125,79,4.56,36.5,18,124,6.98,4.26,122,0,1575,6.086,61.244,18.216,86.165,61.239,4.92,0,1
2024,Trajan Jeffcoat,EDGE,Arkansas,SEC,75.875,266,10.125,32.75,79.5,4.69,31.5,21,120,7.07,4.27,300,1,1431,2.225,47.846,34.458,61.741,53.372,0,0,0
2024,Walter Rouse,OT,Oklahoma,Big 12,77.75,313,10.125,35.125,83.75,5.1,31,27,110,7.87,4.72,177,0,1930,22.492,84.142,84.36,76.697,33.868,4.4067,0,0
2024,Tyrone Tracy Jr.,RB,Purdue,Big Ten,71.125,209,9.125,31.75,76.625,4.48,40,22,124,6.81,4.06,166,1,1489,-0.634,41.281,48.18,42.793,34.643,4.5326,0,0
2024,Jacob Monk,C,Duke,ACC,75,308,10,32.375,79,5.09,29.5,28,108,7.41,4.01,163,1,1654,8.778,68.7,63.774,63.667,60.347,4.5643,0,0
2024,Blake Corum,RB,Michigan,Big Ten,67.75,205,9,28.875,70.125,4.53,35.5,27,119,6.82,4.12,83,1,2210,27.625,94.395,88.226,91.352,54.858,5.1705,0,0
2024,Ty'Ron Hopper,LB,Missouri,SEC,73.75,231,8.875,31.375,77.75,4.62,34,18,118,7.23,4.5,91,0,1866,15.277,78.168,79.322,67.958,47.09,5.124,0,0
2024,Tykee Smith,S,Georgia,SEC,70,202,9.25,31.625,74.75,4.46,36,18,120,6.99,4.87,89,1,2273,24.777,87.417,88.149,74.455,48.128,5.1358,1,0
2024,Tylan Grable,OT,Central Florida,Big 12,77.75,306,10.125,33.625,80.625,4.95,36.5,29,117,7.76,4.75,204,1,1617,9.736,69.854,75.965,58.387,40.005,4.0073,0,0
2024,Trey Benson,RB,Florida St.,ACC,72.25,216,9.25,31.5,76.375,4.39,33.5,22,122,6.98,4.25,66,1,1789,19.915,83.68,70.051,84.429,58.266,5.2627,0,0
2024,Trey Knox,TE,South Carolina,SEC,75,240,9.375,34.25,78.75,4.64,32.5,28,121,7.09,4.54,300,1,1594,6.054,55.105,53.866,54.724,48.937,0,0,0
2024,Troy Fautanu,OT,Washington,Pac-12,75.75,317,9.5,34.5,81.5,5.01,32.5,31,113,8.14,4.67,20,1,1879,17.544,82.666,86.101,64.802,60.593,5.4765,0,0
2024,Hunter Nourzad,C,Penn St.,Big Ten,75.125,317,10.75,33.125,79.375,5.22,30.5,29,103,7.41,3.58,159,0,2000,25.618,85.731,66.931,89.424,64.921,4.6052,1,0
2024,Isaac Guerendo,RB,Louisville,ACC,72,221,9.25,30.75,74.875,4.33,41.5,22,129,6.94,4.15,129,1,1688,11.36,72.759,63.856,75.697,45.123,4.8675,0,0
2024,Harrison Mevis,K,Missouri,SEC,71.875,241,8.875,30.75,74.375,4.75,33.5,21,116,7.29,4.42,300,0,1866,15.277,78.168,79.322,67.958,47.09,0,0,0
2024,George Holani,RB,Boise St.,Mountain West,70.375,208,9.75,29.75,72.375,4.52,39,24,127,6.77,4.33,300,1,1690,5.186,62.644,69.244,54.981,38.547,0,1,0
2024,Gottlieb Ayedze,IOL,Maryland,Big Ten,76.125,308,9.875,33,80.625,5.01,26.5,28,112,7.64,4.61,300,1,1695,8.085,66.299,64.78,61.709,49.654,0,0,0
2024,Graham Barton,C,Duke,ACC,77.375,313,9.375,32.875,79.75,5.2,31,27,105,7.41,4.24,26,0,1654,8.778,68.7,63.774,63.667,60.347,5.451,0,0
2024,Jackson Powers-Johnson,C,Oregon,Pac-12,75.375,328,9.875,32.25,78.5,5.21,32,30,104,7.41,2.89,44,1,2106,25.043,90.094,93.321,73.578,35.343,5.3706,1,1
2024,Jacob Cowing,WR,Arizona,Pac-12,68.375,168,9,29.25,69.125,4.38,36,13,119,7.02,4.32,135,1,1822,11.44,73.172,77.614,56.651,58.122,4.8203,0,0
2024,Zion Logue,DL,Georgia,SEC,77.625,314,10,33.5,80.25,5.14,29,27,109,7.89,4.92,197,1,2273,24.777,87.417,88.149,74.455,48.128,4.1271,1,0
2024,AJ Barner,TE,Michigan,Big Ten,78,251,9,33.375,81.875,4.65,35,28,119,7.07,4.32,121,0,2210,27.625,94.395,88.226,91.352,54.858,4.9273,0,0
2024,Zak Zinter,IOL,Michigan,Big Ten,77.875,309,9.375,33.5,81.125,5.16,30,27,110,7.69,4.6,85,0,2210,27.625,94.395,88.226,91.352,54.858,5.1591,0,0
2024,Adisa Isaac,EDGE,Penn St.,Big Ten,76.375,247,9.625,33.875,81,4.74,34.5,23,123,7.42,4.6,93,1,2000,25.618,85.731,66.931,89.424,64.921,5.112,1,0
2024,Adonai Mitchell,WR,Texas,Big 12,73.25,205,9,32.375,77.625,4.34,39.5,19,136,6.84,4.11,52,1,2025,23.196,86.583,76.615,83.977,60.972,5.3327,1,0
2024,Isaiah Adams,IOL,Illinois,Big Ten,76.25,315,9,33.875,81.875,5.22,24.5,26,102,7.77,4.73,71,1,1504,0.543,45.217,52.138,44.335,38.615,5.2364,0,0
2024,Isaiah Davis,RB,South Dakota St.,MVFC,72.25,218,10.25,31.125,74.875,4.57,34.5,23,119,7.02,4.25,173,1,1750,11.631,68.684,64.533,64.265,53.523,4.4543,0,0
2024,Isaiah Johnson,CB,Syracuse,ACC,75,205,8.875,32.875,80.5,4.64,38.5,15,129,6.94,4.21,300,1,1246,2.396,51.879,48.599,56.843,40.583,0,0,0
2024,Tip Reiman,TE,Illinois,Big Ten,76.875,271,10.5,32.875,79.5,4.64,33.5,28,121,7.02,4.26,82,1,1504,0.543,45.217,52.138,44.335,38.615,5.1761,0,0
2024,Tommy Eichenberg,LB,Ohio St.,Big Ten,74.375,233,9.25,31.625,77.125,4.63,32.5,18,116,7.29,4.24,148,1,2065,27.485,89.569,83.397,86.658,44.2,4.7095,1,0
2024,Terrion Arnold,CB,Alabama,SEC,71.75,189,8.875,31.625,76.25,4.5,37,15,129,6.94,4.23,24,1,2032,24.925,84.968,76.211,80.844,61.941,5.4596,0,1
2024,Theodore Johnson,TE,Penn St.,Big Ten,72.125,259,10.25,33,82.25,4.57,39.5,28,125,7.15,4.19,107,1,2000,25.618,85.731,66.931,89.424,64.921,5.0239,1,0
2024,Bub Means,WR,Pittsburgh,ACC,73,212,10.125,33.25,79.375,4.43,39.5,19,122,6.85,4.1,170,1,1404,-0.369,43.622,32.282,60.013,38.896,4.4886,0,0
2024,Bucky Irving,RB,Oregon,Pac-12,69,192,9.5,29.5,70.625,4.55,29.5,22,115,6.73,4.22,125,1,2106,25.043,90.094,93.321,73.578,35.343,4.8978,1,1
2024,Brevyn Spann-Ford,TE,Minnesota,Big Ten,78.5,260,10.25,33.375,80,4.77,31.5,28,116,7.38,4.31,300,1,1488,-0.564,45.156,45.237,46.429,51.196,0,0,0
2024,Brian Thomas,WR,LSU,SEC,74.875,209,9.75,32.75,79.625,4.33,38.5,11,126,6.85,4.11,23,1,1985,20.874,81.345,97.503,37.119,37.895,5.4638,0,1
2024,Jase McClellan,RB,Alabama,SEC,70.375,221,10.25,31.125,75.5,4.54,36,20,121,7.09,4.25,186,1,2032,24.925,84.968,76.211,80.844,61.941,4.2905,0,0
2024,Javion Cohen,IOL,Miami,ACC,76.375,324,9.875,34,80.5,5.3,26.5,28,104,7.85,4.8,300,1,1580,11.169,68.436,66.666,63.176,51.762,0,0,0
2024,Solomon Byrd,EDGE,USC,Pac-12,74.875,255,9.75,33.625,79.875,4.65,34.5,23,121,7.26,4.47,238,0,1723,13.091,69.753,82.697,42.068,66.367,3.0445,0,0
2024,Spencer Rattler,QB,South Carolina,SEC,72.25,211,9.875,31,74.75,4.95,32,13,108,7.21,4.37,150,1,1594,6.054,55.105,53.866,54.724,48.937,4.6913,0,0
2024,Steele Chambers,LB,Ohio St.,Big Ten,72.75,226,9.25,30.5,73.625,4.64,33.5,18,112,7.13,4.23,300,1,2065,27.485,89.569,83.397,86.658,44.2,0,1,0
2024,Sevarian Edwards,RB,Georgia,SEC,69.625,207,9.5,29.75,73,4.56,32.5,22,114,6.95,4.24,300,1,2273,24.777,87.417,88.149,74.455,48.128,0,1,0
2024,Sataoa Laumea,IOL,Utah,Pac-12,76.25,319,9.875,32.875,80.75,5.28,26,27,104,7.85,4.77,179,1,1684,10.768,65.114,50.684,74.826,48.257,4.382,0,0
2024,Sedrick Van Pran-Granger,C,Georgia,SEC,76.125,298,9.5,31.375,78.625,5.2,31.5,20,110,7.46,4.82,141,1,2273,24.777,87.417,88.149,74.455,48.128,4.7707,1,0
2024,Emani Bailey,RB,TCU,Big 12,67.375,202,9.75,29.875,70.75,4.61,33.5,22,116,6.87,4.23,300,1,1631,9.511,59.244,64.411,51.426,45.245,0,0,0
2024,Jalen Sundell,C,North Dakota St.,MVFC,77,301,9.5,33.125,77.875,5.14,31.5,26,109,7.41,4.81,300,0,1801,14.582,71.615,66.979,66.914,51.221,0,0,0
2024,Jalen Coker,WR,Holy Cross,Patriot League,73.375,208,9.875,32.875,76.75,4.57,42.5,19,128,6.84,4.1,300,1,1696,10.145,67.138,64.829,61.647,53.79,0,0,0
2024,Jalen McMillan,WR,Washington,Pac-12,73,197,10,31.125,77.375,4.47,37,15,127,6.94,4.18,92,1,1879,17.544,82.666,86.101,64.802,60.593,5.118,0,0
2024,Jaden Crumedy,DL,Mississippi St.,SEC,75.875,301,9.5,33,77.5,4.97,29.5,27,105,7.32,4.66,200,1,1421,0.859,45.573,31.326,62.302,47.192,4.0775,0,0
2024,Jaden Hicks,S,Washington St.,Pac-12,73.875,211,9.375,31.5,76.25,4.55,37.5,16,122,6.88,4.37,133,1,1546,3.221,62.169,54.667,62.054,59.872,4.8363,0,0
2024,Jaden Shirden,RB,Monmouth,CAA,68,187,9.25,28.75,69.625,4.45,34.5,22,117,6.6,4.21,300,1,1750,11.347,69.843,69.473,63.234,45.477,0,0,0
2024,Jaheim Bell,TE,Florida St.,ACC,74,241,10,33,78.75,4.61,35,28,124,7.01,4.34,231,1,1789,19.915,83.68,70.051,84.429,58.266,3.3322,0,0
2024,Evan Williams,S,Oregon,Pac-12,71.25,200,10.125,30.125,72.875,4.6,40.5,17,126,6.99,4.88,111,1,2106,25.043,90.094,93.321,73.578,35.343,4.9972,1,0
2024,Eyabi Okie-Anoma,EDGE,Charlotte,AAC,76.5,260,9.5,33.5,79.375,4.65,34.5,23,121,7.17,4.36,300,0,1055,-14.993,22.913,17.6,42.495,39.432,0,0,0
2024,Fabien Lovett Sr.,DL,Florida St.,ACC,75.875,314,10.375,35.5,83.125,5.11,28.5,27,107,7.9,4.89,300,0,1789,19.915,83.68,70.051,84.429,58.266,0,0,0
2024,Ennis Rakestraw Jr.,CB,Missouri,SEC,71.375,183,8.5,32,75.625,4.51,35,15,120,6.94,4.47,61,1,1866,15.277,78.168,79.322,67.958,47.09,5.2883,0,0
2024,Eric Watts,EDGE,Connecticut,FBS Independent,77.625,274,9.75,35.75,84.375,4.67,36.5,21,117,7.59,4.73,300,1,1096,-15.874,25.161,23.464,35.941,48.435,0,0,0
2024,Erick All,TE,Iowa,Big Ten,76.375,252,10.125,33,79,4.65,35,28,121,7.07,4.31,115,0,1575,6.086,61.244,18.216,86.165,61.239,4.9698,0,0
2024,Ethan Driskell,OT,Marshall,Sun Belt,80.375,313,10.5,35.375,83.5,5.08,31,26,110,7.43,4.72,300,0,1360,-5.714,38.251,30.019,54.825,40.227,0,0,0
2024,Elijah Jones,CB,Boston Col.,ACC,73.5,185,9.25,31.5,76,4.44,42.5,15,131,6.95,4.54,90,1,1345,-5.102,38.527,51.282,29.636,49.017,5.1299,0,0
2024,Jalyx Hunt,EDGE,Houston Christian University,Southland,75.75,252,10,34.375,82.75,4.64,37.5,19,128,7.31,4.15,94,1,1762,11.827,68.477,63.912,65.552,54.416,5.1059,0,0
2024,Jamari Thrash,WR,Louisville,ACC,71.75,188,8.625,31,74.5,4.46,34,12,120,7.16,4.19,156,1,1688,11.36,72.759,63.856,75.697,45.123,4.6347,0,0
2024,James Williams,S,Miami,ACC,76.25,231,9.5,33.625,80.25,4.65,30,17,117,6.69,3.5,242,1,1580,11.169,68.436,66.666,63.176,51.762,2.8332,0,0
2024,Jer'Zhan Newton,DL,Illinois,Big Ten,73.625,304,9.5,32.375,75.875,5.01,29.5,27,108,8.01,4.79,36,0,1504,0.543,45.217,52.138,44.335,38.615,5.4072,0,1
2024,Jeremiah Trotter Jr.,LB,Clemson,ACC,72,228,9.25,31.5,74.75,4.62,33.5,21,117,7.13,4.4,155,1,1764,13.892,72.489,48.101,90.04,37.087,4.6444,1,0
2024,Jeremy Flax,OT,Kentucky,SEC,77.5,343,9,33.125,81.875,5.64,28,30,100,7.98,4.57,300,1,1641,7.33,63.962,60.477,61.626,52.112,0,0,0
2024,Jermaine Burton,WR,Alabama,SEC,72.25,196,9.875,31,74.875,4.45,38.5,17,133,6.86,4.15,80,1,2032,24.925,84.968,76.211,80.844,61.941,5.1874,0,0
2024,Jaylen Wright,RB,Tennessee,SEC,70.5,210,9.375,31.5,75.875,4.38,38,22,134,6.77,4.23,120,1,1877,14.091,72.034,66.494,68.45,54.522,4.9345,1,0
2024,Javon Baker,WR,Central Florida,Big 12,73.25,202,9.625,32.25,78.25,4.54,37,14,121,6.87,4.14,110,1,1617,9.736,69.854,75.965,58.387,40.005,5.0039,0,0
2024,Javon Bullard,S,Georgia,SEC,70.5,198,9,30.75,73.875,4.47,37,17,123,7.03,5.04,58,1,2273,24.777,87.417,88.149,74.455,48.128,5.3033,1,0
2024,Javon Foster,OT,Missouri,SEC,77.5,313,9.625,34.625,83.375,5.3,32.5,26,106,7.97,4.8,114,1,1866,15.277,78.168,79.322,67.958,47.09,4.9767,0,0
2024,Jarrett Kingston,IOL,USC,Pac-12,76.25,306,9.75,32.125,78.125,5.02,31.5,28,111,7.53,4.47,215,1,1723,13.091,69.753,82.697,42.068,66.367,3.7842,0,0
2024,Jarrian Jones,CB,Florida St.,ACC,71.875,190,8.625,30,73.25,4.38,39.5,15,129,6.94,4.24,96,1,1789,19.915,83.68,70.051,84.429,58.266,5.0938,0,0
2024,Jarvis Brownlee,CB,Louisville,ACC,70.375,194,9,31.25,75.25,4.49,38,15,126,6.94,3.94,146,0,1688,11.36,72.759,63.856,75.697,45.123,4.7274,0,0
2024,Jared Verse,EDGE,Florida St.,ACC,75.875,254,9.875,33.5,79.5,4.58,35,31,127,7.31,4.44,19,1,1789,19.915,83.68,70.051,84.429,58.266,5.4806,0,1
2024,Jared Wiley,TE,TCU,Big 12,78.125,249,9.5,33.25,79.25,4.62,37,28,118,7.19,4.33,131,1,1631,9.511,59.244,64.411,51.426,45.245,4.852,0,0
2024,Ro Torrence,CB,Arizona St.,Pac-12,74.875,208,8.5,34.125,80.25,4.54,39,15,127,6.94,4.17,300,0,1283,-7.512,34.901,34.21,47.91,30.309,0,1,0
2024,Roger Rosengarten,OT,Washington,Pac-12,77.375,308,9.625,33.5,80.375,4.92,30,28,113,7.92,4.6,62,1,1879,17.544,82.666,86.101,64.802,60.593,5.2832,0,0
2024,Roman Wilson,WR,Michigan,Big Ten,70.75,185,9.375,30.375,72.5,4.39,35,12,120,6.9,4.2,84,1,2210,27.625,94.395,88.226,91.352,54.858,5.1648,0,0
2024,Re'Mahn Davis,RB,Kentucky,SEC,68.375,211,8.875,30.25,74,4.52,35,22,119,6.96,4.51,128,1,1641,7.33,63.962,60.477,61.626,52.112,4.8752,0,0
2024,Renardo Green,CB,Florida St.,ACC,71.875,186,9.125,31.25,74.75,4.49,37.5,15,130,6.95,4.31,64,1,1789,19.915,83.68,70.051,84.429,58.266,5.273,0,0
2024,Ricky Pearsall,WR,Florida,SEC,73,189,9.25,30.875,73.375,4.41,42,17,129,6.64,4.05,31,1,1594,6.342,58.854,67.064,43.082,57.213,5.4293,0,0
2024,T'Vondre Sweat,DL,Texas,Big 12,76.5,366,10.125,33.25,81.25,5.27,26,27,98,8.74,5.46,38,1,2025,23.196,86.583,76.615,83.977,60.972,5.3982,1,1
2024,Sione Vaki,S,Utah,Pac-12,71.125,210,8.625,29.125,72.125,4.62,39.5,20,125,6.89,4.39,132,1,1684,10.768,65.114,50.684,74.826,48.257,4.8442,0,0
2024,Brock Bowers,TE,Georgia,SEC,75.125,243,9.75,32.75,78.25,4.64,35,28,122,7.03,4.34,13,0,2273,24.777,87.417,88.149,74.455,48.128,5.5053,1,1
2024,Ryan Rehkow,P,BYU,Big 12,76.375,235,8.875,31.25,76.375,4.63,35.5,19,123,7.05,4.31,300,0,1364,-1.805,52.478,36.286,62.31,60.603,0,0,0
2024,Ryan Watts,CB,Texas,Big 12,74.875,208,9.375,34.5,81.75,4.53,40.5,15,125,6.82,4.13,195,1,2025,23.196,86.583,76.615,83.977,60.972,4.1589,1,0
2024,Sam Hartman,QB,Notre Dame,FBS Independent,73.125,211,9.75,31.375,75.25,4.8,28.5,12,109,7.19,4.34,300,1,2077,20.776,83.947,78.304,77.941,57.082,0,1,0
2024,Rome Odunze,WR,Washington,Pac-12,74.875,212,9.25,32.25,76.75,4.45,39,15,124,6.88,4.03,9,1,1879,17.544,82.666,86.101,64.802,60.593,5.5215,0,1
