Season,Player,Position,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Overall Pick,Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,Log Rank,CFP Appearance,National Award
2023,Moro Ojomo,DL,Texas,Big 12,74.625,292,10.375,34.5,83.375,5.04,33,29,112,7.53,4.75,249,1,1900,19.379,79.1,73.758,70.57,66.449,2.3026,1,0
2023,Kaevon Merriweather,CB,Iowa,Big Ten,72,205,9.25,31.875,77.125,4.62,35.5,18,118,6.99,4.17,300,1,1748,7.409,67.111,21.369,88.288,70.495,0,0,0
2023,Kayshon Boutte,WR,LSU,SEC,71.25,195,9.5,31.375,76.875,4.5,29,16,118,6.93,4.25,187,1,1871,17.436,78.295,78.649,74.431,26.438,4.2767,0,0
2023,Kearis Jackson,WR,Georgia,SEC,71.375,196,9.375,31.25,75,4.55,36.5,16,126,6.93,4.29,300,1,2300,29.908,93.511,90.791,87.647,45.406,0,0,0
2023,Keaton Mitchell,RB,East Carolina,AAC,67.875,179,9.25,30.75,74.75,4.37,38,20,126,7.33,4.77,300,1,1509,1.775,54.675,70.734,39.058,37.309,0,0,0
2023,Keeanu Benton,DL,Wisconsin,Big Ten,75.75,309,9.75,33.875,81.5,5.08,29.5,25,111,7.34,4.65,49,1,1706,8.148,60.996,54.436,68.136,36.997,5.3471,0,0
2023,Kei'Trel Clark,CB,Louisville,ACC,70.25,181,8.25,29.625,72.375,4.42,34.5,12,122,6.51,4.21,180,1,1753,10.719,70.137,54.895,74.832,58.102,4.3694,0,0
2023,Keion White,EDGE,Georgia Tech,ACC,77,285,10.125,34,80,4.58,34,30,117,7.4,4.43,46,1,1272,-3.476,46.573,34.944,66.413,25.201,5.3613,0,0
2023,Kelee Ringo,CB,Georgia,SEC,73.75,207,8.5,31.25,74.125,4.36,33.5,15,122,6.89,4.3,105,1,2300,29.908,93.511,90.791,87.647,45.406,5.037,0,0
2023,Darius Rush,CB,South Carolina,SEC,74,198,9.5,33.375,79.625,4.36,35,13,121,6.58,4.31,138,1,1620,4.416,61.258,58.008,49.932,79.756,4.7958,0,0
2023,Darnell Washington,TE,Georgia,SEC,78.625,264,11,34.375,83.75,4.64,31,21,122,6.75,4.08,93,1,2300,29.908,93.511,90.791,87.647,45.406,5.112,0,0
2023,Darnell Wright,OT,Tennessee,SEC,77,333,9,33.75,82,5.01,29,20,114,7.6,4.65,10,1,2000,22.728,84.959,90.062,58.984,68.61,5.5175,0,1
2023,Darrell Luter Jr.,CB,South Alabama,Sun Belt,71.75,189,10.375,32.375,77.875,4.46,40.5,10,123,6.9,4.43,155,1,1485,-1.447,55.355,49.72,57.13,56.501,4.6444,0,0
2023,Kyle Patterson,TE,Air Force,Mountain West,77,260,9.25,32.5,78.25,4.68,33.5,21,121,6.96,4.22,300,0,1768,3.75,62.07,58.489,64.226,41.871,0,0,0
2023,Kyu Blu Kelly,CB,Stanford,Pac-12,72,191,9.75,32,76.625,4.52,36,15,131,6.51,4.27,157,1,1237,-3.917,38.149,36.614,44.176,50.17,4.625,0,0
2023,Lance Boykin,CB,Coastal Carolina,Sun Belt,74,200,9.75,32.375,78.125,4.48,37,13,124,6.83,4.3,300,1,1344,-6.531,40.095,54.955,32.539,40.387,0,0,0
2023,Leonard Taylor,TE,Cincinnati,AAC,77,250,10.125,32.75,80.5,4.67,34.5,21,121,7.17,4.27,300,0,1690,6.451,60.989,44.607,64.989,69.829,0,0,0
2023,DJ Dale,DL,Alabama,SEC,72.875,302,9.75,32.875,78.625,5.26,25.5,19,98,7.69,4.8,300,1,2181,27.296,89.526,85.539,81.093,61.676,0,1,0
2023,DJ Johnson,EDGE,Oregon,Pac-12,76,260,9,33.25,80.125,4.49,32,28,110,7.37,4.44,80,1,1724,14.225,78.17,81.614,63.631,42.699,5.1874,0,0
2023,DJ Turner,CB,Michigan,Big Ten,71.25,178,9.625,30.75,73.375,4.26,38.5,12,131,6.51,4.28,60,1,2124,23.62,85.085,79.485,79.2,57.128,5.2933,1,0
2023,Daiyan Henley,LB,Washington St.,Pac-12,72.875,225,9.5,33,77.75,4.54,35,22,125,7.44,4.37,85,1,1587,3.766,62.826,48.637,68.929,57.247,5.1591,0,0
2023,Dalton Kincaid,TE,Utah,Pac-12,76,246,10.25,32.625,78.375,4.67,35,21,120,7.37,4.3,25,0,1915,19.146,79.905,74.866,74.068,53.378,5.4553,0,0
2023,Dalton Wagner,OT,Arkansas,SEC,80,320,10.5,34.375,83.25,5.24,24.5,20,102,7.61,4.68,300,1,1686,6.93,62.299,69.2,48.112,56.255,0,0,0
2023,Daniel Scott,CB,California,Pac-12,72.875,208,10,30.25,74.375,4.45,39.5,22,128,6.75,4.17,158,1,1406,-1.39,44.902,38.449,54.726,43.407,4.6151,0,0
2023,Dante Stills,DL,West Virginia,Big 12,75.5,286,9.625,32.375,78,4.85,28.5,20,113,7.38,4.61,213,1,1408,4.097,56.578,60.693,43.999,64.27,3.8286,0,0
2023,Luke Musgrave,TE,Oregon St.,Pac-12,77.875,253,10.375,32.625,79.5,4.61,36,21,125,6.75,4.25,42,1,1793,12.157,76.446,63.005,76.701,62.14,5.3799,0,0
2023,Luke Schoonmaker,TE,Michigan,Big Ten,77.25,251,9,32.875,78.125,4.63,33.5,21,127,6.75,4.27,58,1,2124,23.62,85.085,79.485,79.2,57.128,5.3033,1,0
2023,Luke Wypler,C,Ohio St.,Big Ten,75,303,9.625,31.625,77.125,5.14,30.5,20,106,7.64,4.53,190,1,2107,25.771,88.337,91.467,71.506,49.437,4.2341,0,0
2023,MJ Anderson,EDGE,Iowa St.,Big 12,74.5,269,9.25,33.75,82,4.68,33,20,117,7.43,4.52,300,1,1554,6.28,57.494,40.857,78.383,33.853,0,0,0
2023,Malaesala Aumavae-Laulu,OT,Oregon,Pac-12,77.5,317,10.5,34.5,82.875,5.23,28.5,20,106,7.65,4.75,199,1,1724,14.225,78.17,81.614,63.631,42.699,4.0943,0,0
2023,Malik Cunningham,QB,Louisville,ACC,71.75,192,9.5,31.375,75.375,4.53,32.5,20,117,7.18,4.33,300,1,1753,10.719,70.137,54.895,74.832,58.102,0,0,0
2023,Malik Heath,WR,Mississippi,SEC,74.375,213,9.125,32.5,79.875,4.64,34,19,124,6.96,4.46,300,1,1634,12.342,68.271,72.487,57.125,45.454,0,0,0
2023,Malik Knowles,WR,Kansas St.,Big 12,74,196,8.75,32.25,77.625,4.49,36.5,16,127,6.93,4.29,300,0,1861,14.823,77.392,70.169,73.461,57.448,0,0,0
2023,Justin Shorter,WR,Florida,SEC,76,229,10,33.75,83.375,4.55,35.5,18,126,6.97,4.29,150,1,1581,7.555,60.994,69.396,49.078,49.533,4.6913,0,0
2023,KJ Henry,EDGE,Clemson,ACC,76,251,10,33,79,4.63,31.5,23,112,7.18,4.44,137,1,1843,17.553,74.958,64.744,77.07,48.641,4.804,0,0
2023,Ji'Ayir Brown,CB,Penn St.,Big Ten,71.375,203,10.125,31.25,75.75,4.65,32.5,18,119,7.03,4.21,87,1,2000,19.477,82.964,71.335,83.462,50.595,5.1475,0,0
2023,Joe Tippmann,C,Wisconsin,Big Ten,78,313,10.75,32.75,80.375,5.28,26.5,20,111,8.08,4.61,43,0,1706,8.148,60.996,54.436,68.136,36.997,5.3753,0,0
2023,Joey Porter Jr.,CB,Penn St.,Big Ten,74.5,193,10,34,80.875,4.46,35,17,129,6.51,4.28,32,1,2000,19.477,82.964,71.335,83.462,50.595,5.425,0,1
2023,John Michael Schmitz,C,Minnesota,Big Ten,75.5,301,9.5,32.625,78.375,5.35,29.5,20,104,7.68,4.56,57,1,1758,11.422,72.43,66.077,73.504,40.834,5.3083,0,0
2023,John Ojukwu,OT,Boise St.,Mountain West,77.75,309,10.75,34,83.625,5.24,28.5,20,104,7.52,4.52,300,1,1712,3.797,52.954,41.976,64.425,46.27,0,0,0
2023,Jon Gaines,IOL,UCLA,Pac-12,76,303,10.125,33.625,81.25,5.01,32.5,20,114,7.31,4.45,122,1,1684,8.553,65.594,81.525,44.786,34.94,4.92,0,0
2023,Devon Witherspoon,CB,Illinois,Big Ten,71.5,181,8.875,31.25,73.625,4.43,37,13,129,6.51,4.29,5,0,1749,9.857,68.781,50.92,80.746,45.222,5.5373,0,1
2023,Jose Ramirez,EDGE,Eastern Michigan,MAC,73.875,242,8.75,32.75,78.625,4.73,34.5,21,118,6.95,4.3,196,1,1400,-9.685,38.544,49.579,30.302,55.951,4.1431,0,0
2023,Joseph Ngata,WR,Clemson,ACC,75.125,217,10.25,31.5,80.375,4.54,34.5,19,124,6.96,4.29,300,1,1843,17.553,74.958,64.744,77.07,48.641,0,0,0
2023,Josh Downs,WR,North Carolina,ACC,69,179,9.25,30.375,73.375,4.48,38.5,13,131,6.91,4.29,79,1,1559,6.195,60.099,78.452,30.968,61.95,5.193,0,0
2023,Josh Whyle,TE,Cincinnati,AAC,78.5,248,9.5,31.5,77.375,4.69,33.5,21,115,7.42,4.29,147,1,1690,6.451,60.989,44.607,64.989,69.829,4.7185,0,0
2023,Jovaughn Gwyn,IOL,South Carolina,SEC,73.875,297,9.875,31.75,77,5.12,27.5,20,109,7.9,4.8,225,1,1620,4.416,61.258,58.008,49.932,79.756,3.5264,0,0
2023,Juice Scruggs,C,Penn St.,Big Ten,75.25,301,10.25,33.25,81.75,5.22,32,20,102,7.75,4.82,62,1,2000,19.477,82.964,71.335,83.462,50.595,5.2832,0,0
2023,Julius Brents,CB,Kansas St.,Big 12,74.75,198,9.625,34,82.625,4.53,41.5,15,138,6.63,4.05,44,1,1861,14.823,77.392,70.169,73.461,57.448,5.3706,0,1
2023,Dee Winters,LB,TCU,Big 12,71,227,8.625,31.625,75,4.49,30.5,20,117,7.44,4.42,216,1,1729,14.378,80.5,80.39,69.518,54.974,3.7612,0,0
2023,Demario Douglas,WR,Liberty,FBS Independent,68,179,8.75,30.25,72.5,4.44,39.5,14,134,6.92,4.29,210,1,1413,-3.902,44.748,35.822,54.191,53.85,3.8918,0,0
2023,Deneric Prince,RB,Tulsa,AAC,71.75,216,9.25,31.25,75,4.41,35.5,20,124,6.83,4.31,300,1,1378,-4.107,43.074,50.493,42.491,37.352,0,0,0
2023,Deonte Banks,CB,Maryland,Big Ten,72.125,197,9.375,31.375,77.125,4.35,42,14,136,7.05,4.25,24,1,1645,7.842,61.934,61.039,57.849,51.968,5.4596,0,0
2023,Derick Hall,EDGE,Auburn,SEC,74.75,254,10,34.5,82.625,4.55,33.5,23,127,7.22,4.45,37,1,1596,6.205,55.022,47.067,62.103,45.36,5.4027,0,0
2023,Derius Davis,WR,TCU,Big 12,68.375,165,8,29.25,69,4.36,36.5,12,126,6.9,4.38,125,1,1729,14.378,80.5,80.39,69.518,54.974,4.8978,0,0
2023,Deuce Vaughn,RB,Kansas St.,Big 12,65,179,9.5,27.75,67,4.36,35.5,20,116,7.69,5.1,212,1,1861,14.823,77.392,70.169,73.461,57.448,3.8501,0,1
2023,Devon Achane,RB,Texas A&M,SEC,68.5,188,8.5,29,69.125,4.32,33,20,120,7.57,4.99,84,1,1629,7.2,58.223,43.007,65.719,58.545,5.1648,0,0
2023,Kendre Miller,RB,TCU,Big 12,71,215,9.375,32.375,78.5,4.54,34.5,20,121,6.96,4.43,71,0,1729,14.378,80.5,80.39,69.518,54.974,5.2364,0,0
2023,Kenny McIntosh,RB,Georgia,SEC,72.25,204,9,30.5,76.375,4.62,35.5,20,122,7.11,4.57,237,1,2300,29.908,93.511,90.791,87.647,45.406,3.091,0,0
2023,Keondre Coburn,DL,Texas,Big 12,73.625,332,9.125,31.5,76.625,5.22,27.5,24,101,7.75,4.79,194,1,1900,19.379,79.1,73.758,70.57,66.449,4.1744,1,0
2023,Davis Allen,TE,Clemson,ACC,77.875,245,10,32.25,79.75,4.84,38.5,21,125,6.92,4.29,175,1,1843,17.553,74.958,64.744,77.07,48.641,4.4308,0,0
2023,Dawand Jones,OT,Ohio St.,Big Ten,80.25,374,11.625,36.375,87.875,5.35,26,20,112,7.61,4.6,111,1,2107,25.771,88.337,91.467,71.506,49.437,4.9972,0,0
2023,DeMarcco Hellams,CB,Alabama,SEC,72.625,203,9,31,74.875,4.57,31,18,121,7.02,4.23,224,1,2181,27.296,89.526,85.539,81.093,61.676,3.5553,1,0
2023,DeMarvion Overshown,LB,Texas,Big 12,74.625,229,9.5,32.25,78.125,4.56,34,15,124,6.62,4.33,90,1,1900,19.379,79.1,73.758,70.57,66.449,5.1299,1,0
2023,DeWayne McBride,RB,Alabama-Birmingham,Conference USA,70,209,9.5,30.625,73.125,4.5,35,20,121,7.04,4.51,222,0,1515,0.176,50.057,50.562,50.551,46.781,3.6109,0,0
2023,Jaquelin Roy,DL,LSU,SEC,75,305,10.125,32.75,78.125,5.01,31,30,112,8.01,5,141,1,1871,17.436,78.295,78.649,74.431,26.438,4.7707,0,0
2023,Jaray Jenkins,WR,LSU,SEC,73.625,204,10,31.75,75.75,4.6,29.5,20,121,6.94,4.29,300,1,1871,17.436,78.295,78.649,74.431,26.438,0,0,0
2023,Jaren Hall,QB,BYU,FBS Independent,72,207,9.5,29.75,71.875,4.6,34,20,119,7.08,4.35,164,0,1526,0.819,50.481,70.378,34.793,40.904,4.5539,0,0
2023,Jarrett Patterson,C,Notre Dame,FBS Independent,77.125,306,10,31.375,77,5.33,29.5,20,106,7.96,4.73,201,1,1850,12.6,69.601,59.985,66.897,66.833,4.0604,0,0
2023,Jartavius Martin,CB,Illinois,Big Ten,71,194,9.625,31.125,77.375,4.46,44,15,133,6.79,4.58,47,1,1749,9.857,68.781,50.92,80.746,45.222,5.3566,0,0
2023,Jason Brownlee,WR,Southern Mississippi,Sun Belt,74,198,9.75,33.75,80.375,4.59,39.5,16,131,6.94,4.29,300,1,1305,-6.085,42.721,27.946,56.825,59.978,0,0,0
2023,Jason Taylor II,CB,Oklahoma St.,Big 12,71.625,204,10,32,78.25,4.5,43,14,129,6.78,4.29,234,1,1545,6.663,60.448,45.4,65.478,66.939,3.2189,0,0
2023,Jadon Haselwood,WR,Arkansas,SEC,74.25,215,10,31.25,75.625,4.66,37,19,123,6.98,4.31,300,1,1686,6.93,62.299,69.2,48.112,56.255,0,0,0
2023,Jaxson Kirkland,IOL,Washington,Pac-12,79,321,10.5,33.5,81.875,5.23,28.5,20,105,7.81,4.78,300,0,1760,11.472,73.944,84.016,49.984,45.242,0,1,0
2023,Jay Ward,CB,LSU,SEC,72.75,188,8.25,32.5,76.875,4.55,34.5,16,132,6.51,4.27,134,1,1871,17.436,78.295,78.649,74.431,26.438,4.8283,0,0
2023,Jayden Reed,WR,Michigan St.,Big Ten,71,187,9.125,30.5,73.125,4.45,33.5,15,121,6.92,4.29,50,1,1550,5.288,53.037,58.461,44.648,57.731,5.3423,0,0
2023,Jaylon Jones,CB,Texas A&M,SEC,74,200,9,30.75,76.75,4.57,38,14,122,6.88,4.3,221,1,1629,7.2,58.223,43.007,65.719,58.545,3.6376,0,0
2023,Jeremy Banks,LB,Tennessee,SEC,72.75,232,9.5,32,77.25,4.53,37.5,25,127,7.27,4.38,300,1,2000,22.728,84.959,90.062,58.984,68.61,0,0,0
2023,Jerrod Clark,DL,Coastal Carolina,Sun Belt,75.625,334,10.125,32.625,82,5.25,27.5,26,102,7.6,4.83,300,1,1344,-6.531,40.095,54.955,32.539,40.387,0,0,0
2023,Jalin Hyatt,WR,Tennessee,SEC,72.125,176,9,32.5,77.625,4.4,40,14,135,6.92,4.29,73,1,2000,22.728,84.959,90.062,58.984,68.61,5.2257,0,1
2023,Jammie Robinson,CB,Florida St.,ACC,70.625,191,8.75,29.625,72.25,4.59,33.5,23,116,7.12,4.58,145,1,1848,15.503,78.613,83.024,62.6,47.133,4.7362,0,0
2023,Dorian Williams,LB,Tulane,AAC,73,228,10.25,33.75,80.75,4.49,33.5,21,120,7.44,4.4,91,1,1710,9.496,72.309,67.791,66.819,57.074,5.124,0,0
2023,Drew Sanders,LB,Arkansas,SEC,76,235,9.75,32.125,76.625,4.55,35,24,123,6.84,4.33,67,0,1686,6.93,62.299,69.2,48.112,56.255,5.2575,0,0
2023,Dylan Horton,EDGE,TCU,Big 12,76,257,9.5,33.125,78.5,4.63,34,18,120,6.97,4.44,109,1,1729,14.378,80.5,80.39,69.518,54.974,5.0106,0,0
2023,Earl Bostick Jr.,OT,Kansas,Big 12,77.75,309,9.5,34.125,80.75,5.05,31,20,111,7.6,4.69,300,1,1373,3.37,60.21,82.028,38.063,37.048,0,0,0
2023,Eku Leota,EDGE,Auburn,SEC,75,252,9.5,33.5,79.75,4.62,33.5,23,121,7.17,4.44,300,0,1596,6.205,55.022,47.067,62.103,45.36,0,0,0
2023,Eli Ricks,CB,Alabama,SEC,74,188,8.875,32.375,78.875,4.45,37,14,128,6.51,4.29,300,0,2181,27.296,89.526,85.539,81.093,61.676,0,1,0
2023,Elijah Higgins,WR,Stanford,Pac-12,75,235,10.5,31.75,77.75,4.54,35,22,126,7.01,4.29,197,1,1237,-3.917,38.149,36.614,44.176,50.17,4.1271,0,0
2023,Jaxon Smith-Njigba,WR,Ohio St.,Big Ten,73,196,9,30.5,75.5,4.5,35,16,125,6.57,3.93,20,1,2107,25.771,88.337,91.467,71.506,49.437,5.4765,0,0
2023,Jonathan Mingo,WR,Mississippi,SEC,73.75,220,10.375,32.125,75.75,4.46,39.5,22,129,6.96,4.29,39,1,1634,12.342,68.271,72.487,57.125,45.454,5.3936,0,0
2023,Jordan Addison,WR,USC,Pac-12,71.125,173,8.75,30.875,74.5,4.49,34,13,122,6.91,4.29,23,1,1745,13.164,77.414,90.693,44.38,43.862,5.4638,0,1
2023,Jordan Battle,CB,Alabama,SEC,73,209,8.5,32,74.625,4.55,36.5,17,124,6.86,4.09,95,1,2181,27.296,89.526,85.539,81.093,61.676,5.0999,1,0
2023,Jordan Howden,CB,Minnesota,Big Ten,71.625,203,9.5,32.25,77.125,4.49,33.5,14,119,7.04,4.22,146,1,1758,11.422,72.43,66.077,73.504,40.834,4.7274,0,0
2023,Jordan McFadden,IOL,Clemson,ACC,74.25,303,9.5,34,81,4.99,28.5,20,108,7.7,4.81,156,1,1843,17.553,74.958,64.744,77.07,48.641,4.6347,0,0
2023,Dontay Demus Jr.,WR,Maryland,Big Ten,75,212,9.75,34.25,79.625,4.57,35.5,19,123,6.95,4.39,300,1,1645,7.842,61.934,61.039,57.849,51.968,0,0,0
2023,Dontayvion Wicks,WR,Virginia,ACC,73.375,206,10,32.375,79.875,4.62,39,18,130,6.95,4.29,159,1,1340,-3.957,36.753,28.59,56.938,29.806,4.6052,0,0
2023,Dorian Thompson-Robinson,QB,UCLA,Pac-12,73.625,203,9.875,30.625,74.75,4.56,32.5,20,121,7.28,4.44,140,1,1684,8.553,65.594,81.525,44.786,34.94,4.7791,0,0
2023,SirVocea Dennis,LB,Pittsburgh,ACC,72.5,226,10.625,32.875,78.875,4.56,33,19,119,7.35,4.4,153,1,1687,7.918,61.732,46.268,72.6,50.534,4.6634,0,0
2023,Stetson Bennett,QB,Georgia,SEC,71.375,192,10,28.875,72,4.67,33.5,20,118,7.12,4.2,128,1,2300,29.908,93.511,90.791,87.647,45.406,4.8752,0,1
2023,Steve Avila,IOL,TCU,Big 12,75.5,332,9.25,33,78,5.21,29.5,20,98,7.85,4.74,36,1,1729,14.378,80.5,80.39,69.518,54.974,5.4072,0,1
2023,Sydney Brown,CB,Illinois,Big Ten,69.75,211,10.25,31.5,76,4.47,40.5,23,130,6.68,4.07,66,1,1749,9.857,68.781,50.92,80.746,45.222,5.2627,0,0
2023,TJ Bass,IOL,Oregon,Pac-12,76.375,317,9.25,32.375,79,5.48,28.5,20,109,7.67,4.74,300,1,1724,14.225,78.17,81.614,63.631,42.699,0,0,0
2023,Rejzohn Wright,CB,Oregon St.,Pac-12,74,193,9.625,32.5,76.875,4.46,36.5,14,127,6.51,4.29,300,0,1793,12.157,76.446,63.005,76.701,62.14,0,0,0
2023,Richard Gouraige,OT,Florida,SEC,77,306,10,34,81.125,5.15,30,20,108,7.6,4.69,300,0,1581,7.555,60.994,69.396,49.078,49.533,0,0,0
2023,Ricky Stromberg,C,Arkansas,SEC,75,306,9.75,33.25,79.625,5.26,32.5,20,111,7.52,4.43,97,1,1686,6.93,62.299,69.2,48.112,56.255,5.0876,0,0
2023,Tavius Robinson,EDGE,Mississippi,SEC,78.125,257,9.625,33.75,79.25,4.66,33.5,23,120,7.38,4.62,124,1,1634,12.342,68.271,72.487,57.125,45.454,4.9053,0,0
2023,Terell Smith,CB,Minnesota,Big Ten,72.5,207,9,32.875,76.75,4.41,34,14,120,7.02,4.3,165,1,1758,11.422,72.43,66.077,73.504,40.834,4.5433,0,0
2023,Thomas Incoom,EDGE,Central Michigan,MAC,74,262,8.75,33.25,78.875,4.66,30.5,23,118,7.15,4.44,300,1,1306,-11.129,25.066,21.49,39.397,43.886,0,0,0
2023,Tiyon Evans,RB,Louisville,ACC,69.5,225,8.5,30.375,74.375,4.52,30.5,20,119,6.99,4.47,300,1,1753,10.719,70.137,54.895,74.832,58.102,0,0,0
2023,Sean Tucker,RB,Syracuse,ACC,69,207,9.5,30,73.375,4.49,35,20,121,7.07,4.54,300,0,1464,5.084,59.708,56.419,61.005,44.497,0,0,0
2023,Shaka Heyward,LB,Duke,ACC,75,235,9.5,34,80.875,4.53,31,22,116,7.32,4.4,300,1,1527,5.349,67.202,69.598,54.522,61.006,0,0,0
2023,Siaki Ika,DL,Baylor,Big 12,74.875,335,10.25,32.375,75.875,5.39,28,26,101,7.8,4.99,98,1,1672,9.044,61.65,66.688,55.36,37.032,5.0814,0,0
2023,Sidy Sow,IOL,Eastern Michigan,MAC,76.75,323,10.375,33.625,81,5.07,32,20,110,7.62,4.69,117,1,1400,-9.685,38.544,49.579,30.302,55.951,4.9558,0,0
2023,Braeden Daniels,OT,Utah,Pac-12,76,294,9.375,33,81.875,4.99,30.5,20,109,7.53,4.6,118,1,1915,19.146,79.905,74.866,74.068,53.378,4.9488,0,0
2023,Brandon Hill,CB,Pittsburgh,ACC,70.375,193,9.5,30.75,74.125,4.43,35.5,15,123,7.04,4.54,248,1,1687,7.918,61.732,46.268,72.6,50.534,2.3979,0,0
2023,Brandon Joseph,CB,Notre Dame,FBS Independent,72.375,202,9,30.875,74.75,4.62,30.5,17,118,7.08,4.23,300,1,1850,12.6,69.601,59.985,66.897,66.833,0,0,0
2023,Brayden Willis,TE,Oklahoma,Big 12,75.5,241,9.75,33.25,79.125,4.68,32,20,117,7.3,4.36,247,1,1662,9.969,66.271,71.907,54.872,48.16,2.4849,0,0
2023,Tank Bigsby,RB,Auburn,SEC,71.625,210,9.5,32,76.625,4.56,32.5,20,119,7.23,4.68,88,1,1596,6.205,55.022,47.067,62.103,45.36,5.1417,0,0
2023,Tanner McKee,QB,Stanford,Pac-12,78,231,9.375,32.875,79.125,4.57,33,20,114,7.22,4.41,188,1,1237,-3.917,38.149,36.614,44.176,50.17,4.2627,0,0
2023,Tashawn Manning,IOL,Kentucky,SEC,75.125,327,9.75,34.5,82.5,5.34,27.5,20,102,7.9,4.8,300,1,1606,5.824,59.284,46.761,72.541,34.773,0,0,0
2023,Tavion Thomas,RB,Utah,Pac-12,72.375,237,9.25,31.125,76,4.74,30,20,118,6.84,4.32,300,1,1915,19.146,79.905,74.866,74.068,53.378,0,0,0
2023,Trey Palmer,WR,Nebraska,Big Ten,72,192,9.625,31.875,76.125,4.33,36.5,16,126,6.93,4.29,191,1,1532,-0.651,40.694,43.713,40.707,51.926,4.2195,0,0
2023,Tucker Kraft,TE,South Dakota St.,MVFC,76.75,254,10,32.75,79.375,4.69,34,23,122,7.08,4.29,78,1,1831,13.509,70.487,63.586,69.136,53.021,5.1985,0,0
2023,Tuli Tuipulotu,EDGE,USC,Pac-12,75,266,10.125,32.25,77.875,4.63,32,23,118,7.16,4.43,54,0,1745,13.164,77.414,90.693,44.38,43.862,5.323,0,1
2023,Tyjae Spears,RB,Tulane,AAC,70,201,10,30.75,74.125,4.45,39,20,125,6.91,4.39,81,1,1710,9.496,72.309,67.791,66.819,57.074,5.1818,0,0
2023,Bijan Robinson,RB,Texas,Big 12,71,215,9.75,31.125,74.75,4.46,37,20,124,6.77,4.26,8,1,1900,19.379,79.1,73.758,70.57,66.449,5.5255,1,1
2023,Blake Freeland,OT,BYU,FBS Independent,79.875,302,10,33.875,81.875,4.98,37,20,120,7.46,4.71,106,1,1526,0.819,50.481,70.378,34.793,40.904,5.0304,0,0
2023,Blake Whiteheart,TE,Wake Forest,ACC,75.75,247,8.75,32.125,79.375,4.7,35.5,20,115,7.42,4.3,300,1,1663,7.586,64.28,73.512,49.277,46.02,0,0,0
2023,Brad Robbins,P,Michigan,Big Ten,72.5,199,9,30.375,75.625,4.83,34,20,109,7.27,4.44,217,0,2124,23.62,85.085,79.485,79.2,57.128,3.7377,1,0
2023,Ikenna Enechukwu,EDGE,Rice,Conference USA,76.25,264,9.625,33.625,81.5,4.7,31.5,28,120,7.4,4.52,300,1,1057,-14.078,27.723,31.843,34.082,41.475,0,0,0
2023,Isaiah Foskey,EDGE,Notre Dame,FBS Independent,77.25,264,9.875,34,81.25,4.58,34,22,125,7.28,4.41,40,1,1850,12.6,69.601,59.985,66.897,66.833,5.3891,0,0
2023,Isaiah Land,EDGE,Florida A&M,SWAC,75.5,236,9.25,32.5,77.5,4.62,34.5,21,126,7.2,4.56,300,1,1675,8.754,63.765,59.955,62.863,50.621,0,0,0
2023,Isaiah McGuire,EDGE,Missouri,SEC,76,268,8.625,33.875,82,4.76,36.5,25,122,7.39,4.52,126,1,1470,2.559,59.03,42.751,69.711,55.263,4.8903,0,0
2023,Isaiah Moore,LB,North Carolina St.,ACC,74,233,9.125,31.75,76,4.52,35,26,123,7.4,4.36,300,1,1586,6.545,61.626,35.041,76.185,70.218,0,0,0
2023,Adam Korsak,P,Rutgers,Big Ten,73,187,8.75,29.375,74.875,4.83,34,20,109,7.27,4.44,300,0,1182,-7.796,37.79,17.459,59.793,63.719,0,0,0
2023,Adetomiwa Adebawore,EDGE,Northwestern,Big Ten,73.625,282,10.5,33.875,81.625,4.49,37.5,27,125,7.51,4.52,110,1,1257,-7.588,30.34,26.742,42.636,51.301,5.0039,0,0
2023,Aidan O'Connell,QB,Purdue,Big Ten,75,213,9.75,32.25,76.25,4.59,34.5,20,119,7.1,4.35,135,0,1460,4.283,58.947,63.872,51.004,46.438,4.8203,0,0
2023,Alan Ali,C,TCU,Big 12,76,301,9.5,32.875,77.625,5.24,26.5,20,99,8.08,4.86,300,1,1729,14.378,80.5,80.39,69.518,54.974,0,0,0
2023,Alex Austin,CB,Oregon St.,Pac-12,73,195,8.5,31.875,76.25,4.55,33,15,122,6.51,4.33,252,1,1793,12.157,76.446,63.005,76.701,62.14,1.9459,0,0
2023,Alex Forsyth,C,Oregon,Pac-12,76,303,10.25,32.75,81.375,5.24,20.5,20,95,8.08,4.92,257,1,1724,14.225,78.17,81.614,63.631,42.699,0.6931,0,0
2023,Alex Ward,LS,Central Florida,AAC,76,240,9.625,30.375,78.375,5.06,30,12,114,7.27,4.46,300,1,1551,6.904,61.732,66.565,49.575,55.483,0,0,0
2023,Ali Gaye,EDGE,LSU,SEC,78,263,9.5,34.25,80.125,4.63,32,23,118,7.33,4.44,300,0,1871,17.436,78.295,78.649,74.431,26.438,0,0,0
2023,Anders Carlson,K,Auburn,SEC,77,218,9.5,31.625,80.125,4.58,34,20,121,7.27,4.44,207,0,1596,6.205,55.022,47.067,62.103,45.36,3.9512,0,0
